"V1" "V2" "V3" "V4" "V5" "V6"
31 " Some-college" " Divorced" " White" " Female" 30
23 " Some-college" " Never-married" " White" " Female" 20
35 " HS-grad" " Married-civ-spouse" " White" " Male" 40
51 " Some-college" " Married-civ-spouse" " White" " Male" 60
19 " Some-college" " Never-married" " White" " Female" 30
38 " HS-grad" " Divorced" " White" " Male" 56
52 " HS-grad" " Married-civ-spouse" " White" " Male" 40
70 " Prof-school" " Married-civ-spouse" " White" " Male" 25
53 " 10th" " Divorced" " White" " Male" 40
59 " Doctorate" " Married-civ-spouse" " White" " Male" 40
39 " Some-college" " Married-civ-spouse" " White" " Male" 43
18 " 12th" " Never-married" " White" " Female" 20
41 " HS-grad" " Never-married" " White" " Female" 30
19 " Some-college" " Never-married" " White" " Male" 10
24 " Some-college" " Divorced" " White" " Female" 40
25 " HS-grad" " Never-married" " White" " Female" 38
32 " Some-college" " Never-married" " Black" " Male" 40
34 " HS-grad" " Married-civ-spouse" " White" " Male" 60
35 " HS-grad" " Never-married" " White" " Female" 40
50 " HS-grad" " Married-civ-spouse" " White" " Male" 45
18 " HS-grad" " Never-married" " White" " Male" 20
37 " HS-grad" " Never-married" " White" " Male" 42
30 " Some-college" " Never-married" " White" " Female" 36
40 " Masters" " Married-civ-spouse" " White" " Female" 30
22 " HS-grad" " Never-married" " White" " Female" 40
50 " Some-college" " Separated" " Black" " Female" 28
70 " HS-grad" " Divorced" " White" " Female" 23
43 " Masters" " Married-civ-spouse" " White" " Male" 40
77 " Some-college" " Never-married" " White" " Male" 40
30 " HS-grad" " Married-civ-spouse" " White" " Male" 40
33 " Some-college" " Married-civ-spouse" " White" " Male" 39
51 " Some-college" " Married-civ-spouse" " White" " Male" 50
58 " Masters" " Married-civ-spouse" " White" " Male" 50
22 " Some-college" " Never-married" " White" " Male" 12
33 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
27 " 11th" " Married-civ-spouse" " White" " Male" 40
35 " Some-college" " Never-married" " White" " Male" 60
32 " Some-college" " Divorced" " White" " Female" 55
41 " Bachelors" " Married-civ-spouse" " White" " Female" 25
37 " Some-college" " Married-civ-spouse" " White" " Male" 40
17 " 11th" " Never-married" " White" " Male" 15
50 " Bachelors" " Divorced" " White" " Male" 55
31 " HS-grad" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
54 " HS-grad" " Separated" " White" " Female" 38
23 " HS-grad" " Never-married" " Black" " Male" 40
40 " Bachelors" " Divorced" " White" " Female" 20
29 " Bachelors" " Married-civ-spouse" " White" " Male" 40
38 " HS-grad" " Married-spouse-absent" " White" " Male" 35
30 " Assoc-voc" " Married-civ-spouse" " White" " Male" 55
20 " Some-college" " Never-married" " Asian-Pac-Islander" " Male" 8
43 " Some-college" " Married-civ-spouse" " White" " Male" 50
25 " Some-college" " Never-married" " White" " Male" 25
39 " Masters" " Married-civ-spouse" " White" " Male" 50
48 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 50
41 " HS-grad" " Divorced" " White" " Female" 40
24 " Bachelors" " Never-married" " White" " Male" 30
20 " Some-college" " Never-married" " White" " Male" 40
25 " Some-college" " Never-married" " White" " Female" 40
57 " Some-college" " Married-civ-spouse" " White" " Male" 40
39 " Some-college" " Married-civ-spouse" " White" " Female" 35
66 " Bachelors" " Married-civ-spouse" " White" " Male" 40
34 " Some-college" " Divorced" " White" " Female" 40
36 " Bachelors" " Divorced" " White" " Male" 40
46 " HS-grad" " Married-civ-spouse" " White" " Female" 40
42 " Masters" " Divorced" " White" " Female" 45
46 " HS-grad" " Married-civ-spouse" " White" " Male" 70
34 " HS-grad" " Never-married" " White" " Male" 40
43 " Some-college" " Married-civ-spouse" " Black" " Female" 40
42 " Some-college" " Divorced" " White" " Female" 40
31 " Bachelors" " Never-married" " White" " Male" 48
70 " Some-college" " Married-civ-spouse" " White" " Male" 30
32 " Some-college" " Married-civ-spouse" " White" " Male" 40
46 " HS-grad" " Married-civ-spouse" " White" " Male" 40
42 " 7th-8th" " Divorced" " White" " Male" 25
21 " Assoc-voc" " Never-married" " White" " Male" 40
24 " Bachelors" " Never-married" " White" " Female" 40
23 " HS-grad" " Never-married" " White" " Male" 55
50 " Masters" " Married-civ-spouse" " White" " Male" 40
37 " Some-college" " Divorced" " White" " Female" 45
19 " 11th" " Never-married" " White" " Female" 30
44 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 40
29 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
30 " Assoc-voc" " Married-civ-spouse" " White" " Female" 24
36 " Some-college" " Married-civ-spouse" " White" " Male" 44
49 " Bachelors" " Never-married" " White" " Male" 45
29 " HS-grad" " Divorced" " White" " Male" 40
45 " HS-grad" " Never-married" " Black" " Female" 40
75 " Doctorate" " Married-civ-spouse" " Black" " Male" 20
42 " HS-grad" " Never-married" " White" " Female" 40
37 " Assoc-acdm" " Divorced" " White" " Female" 40
51 " Bachelors" " Married-civ-spouse" " White" " Male" 25
61 " HS-grad" " Married-civ-spouse" " White" " Male" 48
33 " Assoc-acdm" " Never-married" " White" " Female" 55
50 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
59 " HS-grad" " Never-married" " White" " Male" 40
25 " HS-grad" " Never-married" " White" " Female" 30
22 " HS-grad" " Never-married" " White" " Male" 16
56 " Some-college" " Married-civ-spouse" " White" " Male" 40
44 " Bachelors" " Never-married" " Black" " Female" 40
35 " Assoc-voc" " Married-civ-spouse" " White" " Male" 50
57 " HS-grad" " Never-married" " White" " Male" 40
47 " HS-grad" " Married-civ-spouse" " White" " Male" 50
27 " Bachelors" " Never-married" " White" " Female" 40
50 " HS-grad" " Married-civ-spouse" " White" " Male" 20
30 " Bachelors" " Never-married" " Black" " Male" 40
46 " 11th" " Married-civ-spouse" " Black" " Male" 40
48 " Prof-school" " Married-civ-spouse" " White" " Male" 60
61 " Bachelors" " Divorced" " White" " Male" 40
33 " HS-grad" " Never-married" " White" " Male" 87
40 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
58 " Some-college" " Married-civ-spouse" " White" " Male" 65
46 " Masters" " Married-civ-spouse" " White" " Male" 50
35 " Some-college" " Married-civ-spouse" " White" " Male" 40
51 " Some-college" " Divorced" " White" " Female" 50
37 " 12th" " Never-married" " White" " Female" 40
64 " Masters" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 60
41 " HS-grad" " Never-married" " White" " Male" 54
18 " 11th" " Never-married" " White" " Male" 30
44 " 11th" " Married-civ-spouse" " White" " Male" 88
41 " Bachelors" " Married-civ-spouse" " Amer-Indian-Eskimo" " Female" 48
33 " Some-college" " Separated" " White" " Male" 40
37 " 9th" " Separated" " White" " Female" 16
34 " Some-college" " Never-married" " White" " Female" 40
24 " Bachelors" " Never-married" " White" " Female" 40
20 " Some-college" " Never-married" " White" " Male" 40
38 " Bachelors" " Married-civ-spouse" " White" " Male" 40
28 " Assoc-voc" " Never-married" " White" " Female" 40
20 " HS-grad" " Never-married" " White" " Male" 45
22 " Bachelors" " Never-married" " White" " Male" 8
55 " Bachelors" " Divorced" " White" " Female" 73
20 " Some-college" " Never-married" " White" " Male" 35
26 " Bachelors" " Never-married" " White" " Female" 40
20 " HS-grad" " Never-married" " White" " Male" 70
40 " 9th" " Divorced" " White" " Female" 40
33 " HS-grad" " Married-civ-spouse" " White" " Male" 50
54 " Some-college" " Divorced" " White" " Male" 50
24 " HS-grad" " Never-married" " White" " Female" 40
25 " Some-college" " Never-married" " White" " Male" 46
18 " 11th" " Never-married" " White" " Male" 8
49 " HS-grad" " Married-civ-spouse" " White" " Male" 60
17 " 12th" " Never-married" " White" " Male" 17
34 " Assoc-voc" " Married-civ-spouse" " White" " Male" 45
37 " Bachelors" " Married-civ-spouse" " White" " Male" 45
49 " Some-college" " Married-civ-spouse" " White" " Male" 40
74 " HS-grad" " Widowed" " White" " Female" 40
37 " HS-grad" " Divorced" " White" " Male" 40
20 " 11th" " Married-civ-spouse" " White" " Male" 40
40 " HS-grad" " Married-civ-spouse" " White" " Female" 35
34 " Bachelors" " Never-married" " White" " Male" 40
30 " Prof-school" " Married-civ-spouse" " Black" " Male" 40
44 " HS-grad" " Separated" " White" " Female" 40
40 " 10th" " Married-civ-spouse" " Black" " Female" 32
58 " HS-grad" " Married-civ-spouse" " White" " Female" 40
44 " HS-grad" " Married-civ-spouse" " White" " Male" 40
42 " Some-college" " Married-civ-spouse" " White" " Male" 25
39 " HS-grad" " Never-married" " White" " Male" 18
19 " HS-grad" " Never-married" " Black" " Male" 40
41 " Masters" " Married-civ-spouse" " White" " Male" 70
29 " Masters" " Never-married" " White" " Male" 40
34 " Some-college" " Never-married" " White" " Male" 40
38 " Some-college" " Married-civ-spouse" " White" " Male" 15
27 " Preschool" " Married-civ-spouse" " White" " Male" 24
54 " Some-college" " Divorced" " White" " Female" 48
40 " HS-grad" " Widowed" " Black" " Female" 37
19 " Some-college" " Never-married" " White" " Female" 25
17 " 11th" " Never-married" " White" " Male" 10
33 " Some-college" " Married-civ-spouse" " White" " Male" 52
80 " 7th-8th" " Widowed" " White" " Female" 24
24 " HS-grad" " Never-married" " White" " Male" 50
28 " Bachelors" " Never-married" " White" " Male" 40
55 " HS-grad" " Married-civ-spouse" " White" " Female" 30
21 " Some-college" " Never-married" " White" " Male" 40
51 " HS-grad" " Divorced" " White" " Female" 38
19 " HS-grad" " Never-married" " Black" " Female" 40
42 " HS-grad" " Never-married" " White" " Female" 24
60 " HS-grad" " Married-civ-spouse" " White" " Male" 48
20 " Some-college" " Never-married" " Black" " Female" 40
51 " HS-grad" " Divorced" " White" " Female" 40
21 " Some-college" " Never-married" " White" " Female" 40
37 " Some-college" " Married-civ-spouse" " White" " Male" 40
26 " HS-grad" " Never-married" " White" " Male" 52
42 " Masters" " Never-married" " White" " Female" 60
40 " Some-college" " Married-civ-spouse" " White" " Male" 40
55 " Masters" " Married-civ-spouse" " White" " Male" 40
33 " HS-grad" " Never-married" " Black" " Male" 32
62 " HS-grad" " Married-civ-spouse" " White" " Male" 60
47 " 10th" " Divorced" " White" " Female" 30
26 " 12th" " Never-married" " Black" " Male" 51
59 " HS-grad" " Married-spouse-absent" " White" " Female" 20
70 " Some-college" " Widowed" " White" " Female" 17
26 " Some-college" " Never-married" " White" " Female" 20
47 " 10th" " Married-civ-spouse" " White" " Male" 65
25 " Masters" " Never-married" " White" " Female" 43
52 " Prof-school" " Married-civ-spouse" " White" " Male" 60
46 " HS-grad" " Married-civ-spouse" " White" " Male" 40
67 " 10th" " Married-civ-spouse" " Amer-Indian-Eskimo" " Male" 20
34 " Masters" " Married-civ-spouse" " White" " Male" 50
53 " Some-college" " Divorced" " White" " Female" 40
22 " Bachelors" " Never-married" " White" " Female" 35
39 " HS-grad" " Divorced" " White" " Male" 42
54 " HS-grad" " Married-civ-spouse" " White" " Male" 35
24 " Bachelors" " Married-civ-spouse" " White" " Male" 40
37 " HS-grad" " Separated" " White" " Female" 38
38 " 10th" " Never-married" " White" " Male" 90
41 " Masters" " Never-married" " Black" " Female" 40
36 " HS-grad" " Married-civ-spouse" " White" " Male" 33
43 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
39 " Bachelors" " Divorced" " White" " Male" 40
26 " Bachelors" " Never-married" " White" " Male" 45
49 " Masters" " Never-married" " White" " Female" 40
37 " Bachelors" " Married-civ-spouse" " White" " Male" 55
43 " Some-college" " Married-civ-spouse" " White" " Male" 50
54 " HS-grad" " Married-civ-spouse" " White" " Male" 40
53 " 5th-6th" " Married-civ-spouse" " White" " Male" 40
57 " Masters" " Married-civ-spouse" " White" " Male" 60
28 " Bachelors" " Married-civ-spouse" " White" " Male" 40
29 " Bachelors" " Married-civ-spouse" " White" " Male" 40
21 " HS-grad" " Never-married" " White" " Male" 40
51 " HS-grad" " Married-civ-spouse" " White" " Male" 40
46 " HS-grad" " Married-civ-spouse" " White" " Male" 40
50 " Prof-school" " Married-civ-spouse" " White" " Male" 75
50 " HS-grad" " Widowed" " Asian-Pac-Islander" " Female" 48
36 " HS-grad" " Divorced" " White" " Female" 40
31 " Bachelors" " Married-civ-spouse" " White" " Male" 40
20 " HS-grad" " Never-married" " White" " Female" 10
36 " HS-grad" " Married-civ-spouse" " White" " Male" 40
38 " HS-grad" " Divorced" " White" " Male" 40
37 " Bachelors" " Married-civ-spouse" " White" " Male" 45
39 " Masters" " Married-civ-spouse" " White" " Male" 40
18 " 10th" " Never-married" " White" " Male" 36
33 " HS-grad" " Divorced" " White" " Male" 50
35 " HS-grad" " Never-married" " White" " Female" 40
23 " Some-college" " Never-married" " Amer-Indian-Eskimo" " Male" 40
37 " Bachelors" " Separated" " Asian-Pac-Islander" " Female" 36
25 " HS-grad" " Married-civ-spouse" " White" " Male" 30
51 " Assoc-acdm" " Married-civ-spouse" " Black" " Male" 40
35 " HS-grad" " Married-civ-spouse" " White" " Male" 40
54 " 11th" " Married-civ-spouse" " White" " Male" 40
66 " HS-grad" " Married-civ-spouse" " White" " Male" 30
32 " HS-grad" " Never-married" " Black" " Female" 13
37 " Bachelors" " Never-married" " White" " Male" 55
29 " Bachelors" " Married-civ-spouse" " White" " Male" 40
45 " Bachelors" " Married-civ-spouse" " White" " Male" 37
61 " Some-college" " Married-civ-spouse" " White" " Male" 40
40 " Some-college" " Divorced" " White" " Female" 40
24 " HS-grad" " Never-married" " White" " Female" 49
49 " 7th-8th" " Married-civ-spouse" " Other" " Male" 38
51 " Masters" " Divorced" " White" " Male" 50
34 " HS-grad" " Married-civ-spouse" " White" " Male" 40
28 " HS-grad" " Separated" " White" " Female" 40
20 " Some-college" " Never-married" " White" " Male" 40
30 " Some-college" " Divorced" " Black" " Female" 37
49 " Masters" " Divorced" " White" " Male" 80
26 " Some-college" " Never-married" " White" " Male" 40
63 " 10th" " Married-civ-spouse" " White" " Male" 45
36 " Assoc-acdm" " Never-married" " White" " Male" 55
63 " Bachelors" " Married-civ-spouse" " White" " Male" 40
22 " HS-grad" " Never-married" " White" " Female" 10
40 " HS-grad" " Married-civ-spouse" " White" " Male" 40
31 " 7th-8th" " Widowed" " White" " Female" 35
49 " Some-college" " Married-civ-spouse" " White" " Male" 50
35 " Masters" " Never-married" " White" " Male" 55
23 " Bachelors" " Never-married" " White" " Female" 20
25 " Assoc-voc" " Never-married" " White" " Male" 40
34 " HS-grad" " Married-civ-spouse" " White" " Male" 40
28 " Bachelors" " Married-civ-spouse" " White" " Male" 45
44 " Some-college" " Divorced" " White" " Male" 35
33 " HS-grad" " Separated" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Male" 45
55 " 11th" " Married-civ-spouse" " Black" " Male" 40
17 " 11th" " Never-married" " White" " Female" 8
75 " HS-grad" " Divorced" " White" " Male" 15
61 " 9th" " Never-married" " Black" " Female" 40
53 " HS-grad" " Divorced" " White" " Female" 40
26 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 45
48 " Some-college" " Widowed" " White" " Male" 50
28 " Masters" " Married-civ-spouse" " White" " Male" 50
30 " Bachelors" " Never-married" " Asian-Pac-Islander" " Female" 50
29 " HS-grad" " Married-civ-spouse" " White" " Male" 45
25 " Some-college" " Divorced" " White" " Female" 40
37 " HS-grad" " Married-civ-spouse" " White" " Male" 40
43 " Bachelors" " Divorced" " White" " Female" 55
40 " HS-grad" " Married-civ-spouse" " White" " Male" 40
34 " 10th" " Married-civ-spouse" " White" " Male" 45
55 " Doctorate" " Married-civ-spouse" " White" " Male" 30
31 " Assoc-acdm" " Never-married" " White" " Male" 20
21 " Some-college" " Never-married" " White" " Female" 40
32 " HS-grad" " Married-civ-spouse" " White" " Male" 40
26 " Prof-school" " Never-married" " Asian-Pac-Islander" " Male" 50
26 " Bachelors" " Married-civ-spouse" " White" " Male" 50
44 " Some-college" " Married-civ-spouse" " White" " Male" 40
49 " HS-grad" " Married-civ-spouse" " White" " Male" 52
21 " HS-grad" " Never-married" " Black" " Female" 30
26 " HS-grad" " Never-married" " Black" " Female" 30
40 " HS-grad" " Married-civ-spouse" " White" " Male" 60
19 " 11th" " Never-married" " White" " Female" 40
58 " HS-grad" " Married-civ-spouse" " White" " Male" 40
61 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
28 " Some-college" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 63
26 " Bachelors" " Never-married" " White" " Male" 40
64 " HS-grad" " Never-married" " White" " Female" 25
42 " Bachelors" " Married-civ-spouse" " White" " Male" 60
41 " Some-college" " Married-civ-spouse" " White" " Male" 40
45 " HS-grad" " Never-married" " White" " Male" 40
39 " Bachelors" " Married-civ-spouse" " White" " Male" 50
41 " HS-grad" " Married-civ-spouse" " White" " Male" 40
51 " 11th" " Separated" " Black" " Female" 40
34 " Assoc-voc" " Divorced" " White" " Female" 40
33 " Masters" " Married-civ-spouse" " White" " Male" 45
23 " Some-college" " Separated" " White" " Male" 40
35 " Some-college" " Married-civ-spouse" " Amer-Indian-Eskimo" " Male" 60
41 " 11th" " Divorced" " White" " Female" 25
39 " Masters" " Never-married" " White" " Female" 50
41 " Some-college" " Married-civ-spouse" " White" " Male" 55
33 " Some-college" " Married-civ-spouse" " White" " Male" 40
22 " HS-grad" " Never-married" " White" " Male" 40
25 " Some-college" " Never-married" " White" " Female" 45
25 " Some-college" " Divorced" " White" " Female" 40
77 " 7th-8th" " Married-spouse-absent" " White" " Male" 20
33 " Assoc-voc" " Never-married" " White" " Female" 40
66 " HS-grad" " Widowed" " White" " Female" 40
19 " Some-college" " Never-married" " White" " Male" 35
44 " HS-grad" " Never-married" " Black" " Female" 38
45 " Masters" " Divorced" " White" " Female" 42
28 " Some-college" " Never-married" " White" " Male" 50
19 " HS-grad" " Never-married" " White" " Male" 40
43 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
39 " Bachelors" " Married-civ-spouse" " White" " Male" 40
33 " Bachelors" " Married-civ-spouse" " White" " Male" 50
44 " HS-grad" " Married-spouse-absent" " Black" " Female" 40
62 " 7th-8th" " Widowed" " White" " Female" 40
40 " Some-college" " Married-civ-spouse" " White" " Male" 50
41 " HS-grad" " Never-married" " White" " Male" 6
23 " Some-college" " Never-married" " Black" " Male" 30
48 " HS-grad" " Married-civ-spouse" " White" " Male" 40
38 " Masters" " Married-civ-spouse" " White" " Male" 45
37 " Masters" " Married-civ-spouse" " White" " Male" 50
45 " Masters" " Married-civ-spouse" " White" " Male" 55
29 " HS-grad" " Married-civ-spouse" " White" " Male" 40
66 " HS-grad" " Widowed" " White" " Female" 25
19 " HS-grad" " Never-married" " White" " Female" 50
23 " 9th" " Never-married" " White" " Male" 39
34 " Bachelors" " Married-civ-spouse" " White" " Male" 40
39 " Masters" " Never-married" " White" " Female" 45
33 " HS-grad" " Never-married" " White" " Male" 60
43 " Some-college" " Separated" " White" " Female" 10
27 " HS-grad" " Married-civ-spouse" " White" " Male" 99
33 " Some-college" " Separated" " Black" " Male" 35
26 " 5th-6th" " Married-civ-spouse" " White" " Male" 30
56 " Masters" " Divorced" " White" " Male" 60
46 " HS-grad" " Married-civ-spouse" " White" " Male" 36
38 " Assoc-acdm" " Divorced" " White" " Female" 40
90 " 11th" " Married-civ-spouse" " White" " Male" 40
72 " Some-college" " Married-civ-spouse" " White" " Male" 25
20 " HS-grad" " Never-married" " Asian-Pac-Islander" " Female" 15
29 " HS-grad" " Married-civ-spouse" " Amer-Indian-Eskimo" " Male" 48
49 " 11th" " Married-civ-spouse" " White" " Male" 75
23 " HS-grad" " Never-married" " White" " Female" 35
20 " Some-college" " Married-spouse-absent" " Black" " Female" 18
57 " Bachelors" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
46 " Assoc-acdm" " Divorced" " White" " Female" 40
33 " Bachelors" " Married-civ-spouse" " White" " Male" 40
24 " Bachelors" " Never-married" " White" " Male" 55
49 " Assoc-voc" " Married-civ-spouse" " White" " Male" 45
54 " HS-grad" " Married-civ-spouse" " White" " Male" 65
46 " Doctorate" " Never-married" " White" " Female" 50
31 " Assoc-voc" " Married-civ-spouse" " White" " Male" 50
43 " Prof-school" " Married-civ-spouse" " White" " Male" 40
18 " Some-college" " Never-married" " White" " Female" 6
19 " HS-grad" " Never-married" " White" " Male" 40
46 " Assoc-acdm" " Never-married" " White" " Male" 40
43 " Bachelors" " Divorced" " White" " Male" 40
58 " HS-grad" " Widowed" " White" " Male" 40
43 " HS-grad" " Married-civ-spouse" " White" " Male" 45
37 " Some-college" " Separated" " White" " Male" 40
21 " 12th" " Never-married" " Black" " Male" 25
52 " Masters" " Never-married" " White" " Male" 70
34 " Assoc-voc" " Married-civ-spouse" " White" " Male" 32
28 " Assoc-voc" " Never-married" " White" " Female" 40
34 " HS-grad" " Divorced" " White" " Male" 40
29 " HS-grad" " Married-civ-spouse" " White" " Male" 40
39 " HS-grad" " Married-civ-spouse" " White" " Male" 65
49 " 11th" " Divorced" " Black" " Female" 35
35 " Some-college" " Married-civ-spouse" " Black" " Male" 50
31 " Some-college" " Divorced" " White" " Female" 20
18 " Some-college" " Never-married" " White" " Male" 30
47 " HS-grad" " Married-civ-spouse" " White" " Male" 40
46 " HS-grad" " Married-civ-spouse" " White" " Male" 50
43 " Bachelors" " Married-civ-spouse" " White" " Male" 40
51 " HS-grad" " Married-civ-spouse" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Female" 40
18 " Some-college" " Never-married" " White" " Male" 40
31 " Bachelors" " Married-civ-spouse" " White" " Female" 35
39 " HS-grad" " Married-civ-spouse" " White" " Male" 40
58 " 11th" " Married-civ-spouse" " White" " Male" 48
36 " Masters" " Never-married" " White" " Female" 40
38 " HS-grad" " Married-civ-spouse" " White" " Female" 40
31 " Bachelors" " Married-civ-spouse" " White" " Female" 35
19 " 11th" " Never-married" " White" " Male" 40
38 " Assoc-voc" " Divorced" " White" " Female" 36
26 " Assoc-voc" " Never-married" " Other" " Female" 60
38 " Assoc-acdm" " Divorced" " White" " Female" 16
36 " Some-college" " Married-civ-spouse" " White" " Male" 45
40 " HS-grad" " Married-civ-spouse" " White" " Male" 45
25 " Bachelors" " Never-married" " Black" " Male" 40
41 " Bachelors" " Married-civ-spouse" " White" " Female" 25
33 " HS-grad" " Never-married" " White" " Male" 45
63 " HS-grad" " Married-civ-spouse" " White" " Male" 16
51 " HS-grad" " Married-civ-spouse" " White" " Male" 40
34 " HS-grad" " Married-civ-spouse" " White" " Male" 40
33 " Assoc-voc" " Divorced" " White" " Male" 40
25 " 10th" " Married-civ-spouse" " White" " Male" 45
30 " HS-grad" " Never-married" " White" " Male" 66
19 " Some-college" " Never-married" " White" " Male" 25
47 " HS-grad" " Married-civ-spouse" " White" " Female" 40
26 " Bachelors" " Never-married" " White" " Female" 40
21 " Some-college" " Never-married" " White" " Female" 14
36 " HS-grad" " Married-civ-spouse" " White" " Male" 60
60 " 10th" " Married-civ-spouse" " White" " Male" 40
28 " HS-grad" " Never-married" " Black" " Male" 40
19 " HS-grad" " Never-married" " White" " Female" 14
42 " Bachelors" " Married-civ-spouse" " White" " Male" 90
36 " HS-grad" " Separated" " Black" " Female" 36
35 " HS-grad" " Married-civ-spouse" " White" " Female" 38
22 " Some-college" " Never-married" " White" " Female" 25
54 " HS-grad" " Married-civ-spouse" " White" " Male" 40
36 " Bachelors" " Married-civ-spouse" " White" " Male" 45
55 " HS-grad" " Married-civ-spouse" " White" " Male" 65
57 " Masters" " Married-civ-spouse" " White" " Male" 40
56 " 7th-8th" " Married-civ-spouse" " White" " Male" 36
24 " HS-grad" " Married-civ-spouse" " White" " Male" 50
35 " Bachelors" " Married-civ-spouse" " White" " Male" 40
51 " 11th" " Divorced" " White" " Male" 40
34 " HS-grad" " Divorced" " White" " Male" 44
36 " Assoc-acdm" " Divorced" " White" " Female" 42
51 " 9th" " Separated" " White" " Female" 40
46 " Doctorate" " Married-civ-spouse" " White" " Male" 60
42 " HS-grad" " Divorced" " Black" " Female" 50
25 " Bachelors" " Never-married" " White" " Female" 40
22 " HS-grad" " Never-married" " White" " Male" 50
37 " HS-grad" " Married-civ-spouse" " White" " Male" 40
48 " Bachelors" " Divorced" " White" " Male" 40
61 " Bachelors" " Married-civ-spouse" " White" " Male" 50
40 " 12th" " Married-civ-spouse" " Black" " Male" 40
58 " HS-grad" " Married-civ-spouse" " White" " Female" 20
52 " HS-grad" " Married-spouse-absent" " White" " Male" 20
18 " 11th" " Never-married" " Black" " Male" 20
27 " 10th" " Married-civ-spouse" " White" " Male" 40
48 " Some-college" " Married-civ-spouse" " White" " Male" 45
63 " 9th" " Married-civ-spouse" " White" " Male" 16
38 " HS-grad" " Married-civ-spouse" " White" " Male" 60
31 " Some-college" " Married-civ-spouse" " White" " Male" 40
40 " Some-college" " Married-civ-spouse" " White" " Male" 60
41 " HS-grad" " Divorced" " White" " Male" 40
28 " Bachelors" " Never-married" " White" " Female" 40
31 " Prof-school" " Divorced" " White" " Male" 50
32 " Assoc-voc" " Married-civ-spouse" " White" " Male" 55
30 " HS-grad" " Never-married" " Black" " Male" 72
39 " HS-grad" " Divorced" " White" " Male" 40
28 " Bachelors" " Married-civ-spouse" " White" " Male" 50
31 " HS-grad" " Never-married" " Black" " Female" 35
21 " Some-college" " Never-married" " White" " Male" 20
33 " HS-grad" " Separated" " White" " Female" 40
44 " Masters" " Married-civ-spouse" " White" " Male" 40
22 " Some-college" " Never-married" " White" " Male" 25
42 " HS-grad" " Married-civ-spouse" " White" " Male" 40
36 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 35
39 " Masters" " Never-married" " White" " Male" 40
61 " Some-college" " Married-civ-spouse" " White" " Male" 40
31 " HS-grad" " Divorced" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Female" 25
39 " Some-college" " Married-civ-spouse" " White" " Male" 90
34 " HS-grad" " Married-civ-spouse" " White" " Male" 80
21 " Some-college" " Never-married" " White" " Male" 15
75 " Bachelors" " Widowed" " White" " Male" 48
21 " Some-college" " Never-married" " White" " Male" 24
81 " Some-college" " Married-civ-spouse" " White" " Male" 15
54 " HS-grad" " Divorced" " White" " Male" 40
34 " Bachelors" " Married-civ-spouse" " White" " Male" 65
54 " Prof-school" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 50
41 " HS-grad" " Married-civ-spouse" " Amer-Indian-Eskimo" " Male" 45
61 " Bachelors" " Divorced" " White" " Female" 40
63 " HS-grad" " Married-civ-spouse" " White" " Male" 20
24 " Some-college" " Never-married" " White" " Male" 40
20 " HS-grad" " Married-civ-spouse" " White" " Female" 40
44 " Bachelors" " Divorced" " White" " Female" 60
47 " Bachelors" " Married-civ-spouse" " White" " Male" 40
31 " Some-college" " Married-civ-spouse" " White" " Male" 40
41 " 7th-8th" " Divorced" " White" " Male" 40
53 " HS-grad" " Married-civ-spouse" " White" " Male" 60
63 " HS-grad" " Married-civ-spouse" " White" " Female" 40
44 " Masters" " Married-civ-spouse" " White" " Male" 45
37 " HS-grad" " Married-civ-spouse" " White" " Male" 46
28 " Some-college" " Married-civ-spouse" " White" " Male" 50
71 " Some-college" " Married-civ-spouse" " White" " Male" 10
57 " HS-grad" " Divorced" " White" " Female" 40
22 " Some-college" " Never-married" " White" " Male" 10
33 " Bachelors" " Married-civ-spouse" " White" " Male" 45
30 " Some-college" " Divorced" " White" " Female" 55
20 " HS-grad" " Never-married" " White" " Male" 40
28 " Bachelors" " Never-married" " White" " Female" 45
54 " 11th" " Divorced" " Black" " Female" 10
20 " HS-grad" " Never-married" " White" " Male" 35
34 " HS-grad" " Married-civ-spouse" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Male" 40
29 " Some-college" " Never-married" " White" " Female" 40
51 " Some-college" " Divorced" " White" " Female" 40
39 " HS-grad" " Divorced" " Black" " Female" 70
19 " Some-college" " Never-married" " Black" " Female" 38
22 " HS-grad" " Never-married" " White" " Male" 40
